Image Count,Property Type,Property Price,Compound,City,Governorate,Bedrooms,Bathrooms,Area
30,Apartment,"19,222,350 EGP",Arkan Palm 205,Sheikh Zayed City,Giza, 2, 3, 167 sqm
10,Townhouse,"12,900,000 EGP",Menorca Zayed,Sheikh Zayed City,Giza, 4, 4, 260 sqm
10,Villa,"12,900,000 EGP",Menorca Zayed,Sheikh Zayed City,Giza, 4, 4, 260 sqm
23,Apartment,"15,297,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 2, 2, 144 sqm
23,Apartment,"14,552,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 2, 2, 144 sqm
10,Apartment,"4,550,002 EGP",The Estates,Sheikh Zayed City,Giza, 1, 1, 62 sqm
12,Villa,"10,000,000 EGP",Etapa,Sheikh Zayed City,Giza, 5, 4, 232 sqm
11,Apartment,"5,000,000 EGP",Village West,Sheikh Zayed City,Giza, 2, 2, 123 sqm
20,Twin House,"23,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 4, 4, 250 sqm
10,Apartment,Ask for price,Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 1, 1, 75 sqm
8,Apartment,"6,000,000 EGP",La Colina,Sheikh Zayed City,Giza, 2, 2, 120 sqm
10,Twin House,"14,200,000 EGP",Menorca Zayed,Sheikh Zayed City,Giza, 4, 5, 284 sqm
13,Apartment,Ask for price,Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 2, 2, 144 sqm
10,Apartment,"6,662,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, studio, 1, 86 sqm
10,Apartment,"7,408,413 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 135 sqm
18,Apartment,"5,850,000 EGP",Six West Beverly Hills,Sheikh Zayed City,Giza, 3, 2, 130 sqm
11,Townhouse,"16,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 3, 3, 331 sqm
10,Twin House,"5,700,000 EGP",Park Valley,Sheikh Zayed City,Giza, 3, 3, 200 sqm
10,Villa,"12,000,000 EGP",Silva Compound,Sheikh Zayed City,Giza, 5, 5, 286 sqm
18,Apartment,"5,850,000 EGP",Six West Beverly Hills,Sheikh Zayed City,Giza, 3, 2, 130 sqm
10,Townhouse,"7,800,000 EGP",Lake West,Sheikh Zayed City,Giza, 4, 3, 293 sqm
14,Duplex,"36,772,000 EGP",Arkan Palm 205,Sheikh Zayed City,Giza, 3, 3, 317 sqm
10,Apartment,"5,172,378 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 130 sqm
13,Apartment,"3,082,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 65 sqm
10,Apartment,"4,157,152 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 2, 223 sqm
10,Townhouse,"2,850,000 EGP",Village West,Sheikh Zayed City,Giza, 4, 4, 320 sqm
10,Villa,"2,161,950 EGP",Silva Compound,Sheikh Zayed City,Giza, 5, 4, 335 sqm
19,Apartment,"6,100,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 120 sqm
10,Apartment,"3,317,230 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 65 sqm
12,Townhouse,"14,300,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 195 sqm
6,Townhouse,"26,000,002 EGP",Allegria,Sheikh Zayed City,Giza, 4, 4, 240 sqm
10,Apartment,"9,400,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 2, 163 sqm
10,Penthouse,"6,550,156 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 120 sqm
14,Villa,"5,000,000 EGP",Al  Rabwa,Sheikh Zayed City,Giza, 5, 5, 471 sqm
10,Apartment,"3,081,897 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 65 sqm
10,Apartment,"6,000,000 EGP",La Colina,Sheikh Zayed City,Giza, 2, 2, 120 sqm
10,Townhouse,"20,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 3, 4, 210 sqm
13,Villa,"18,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 5, 5, 417 sqm
10,Apartment,"4,385,726 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 145 sqm
13,Apartment,"7,620,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 136 sqm
13,Apartment,"875,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 4, 3, 271 sqm
10,Penthouse,"6,550,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 171 sqm
11,Twin House,"16,500,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 255 sqm
8,Apartment,"8,700,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 150 sqm
10,Townhouse,"6,500,000 EGP",Kayan,Sheikh Zayed City,Giza, 4, 3, 220 sqm
15,Townhouse,"14,500,000 EGP",Atrio,Sheikh Zayed City,Giza, 3, 3, 330 sqm
10,Apartment,"3,824,891 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 90 sqm
12,Apartment,"3,250,000 EGP",Al Khamayel city,Sheikh Zayed City,Giza, 2, 2, 156 sqm
19,Apartment,"8,366,000 EGP",Etapa,Sheikh Zayed City,Giza, 3, 3, 160 sqm
10,Apartment,"3,549,580 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 70 sqm
19,Apartment,"11,900,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 4, 185 sqm
12,Apartment,"5,930,939 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 130 sqm
14,Apartment,Ask for price,Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 3, 202 sqm
20,Apartment,"3,800,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 90 sqm
10,Apartment,"10,050,000 EGP",Sodic West,Sheikh Zayed City,Giza, 2, 3, 158 sqm
22,Townhouse,"6,500,000 EGP",Kayan,Sheikh Zayed City,Giza, 4, 4, 220 sqm
10,Villa,"6,600,000 EGP",Lake West 2,Sheikh Zayed City,Giza, 4, 4, 240 sqm
10,Apartment,"6,500,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 150 sqm
13,Twin House,"16,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 4, 4, 276 sqm
10,Townhouse,"14,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 4, 205 sqm
12,Apartment,"7,930,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 149 sqm
10,Penthouse,"15,000,000 EGP",Westown,Sheikh Zayed City,Giza, 4, 5, 250 sqm
10,Apartment,"5,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 1, 1, 90 sqm
10,Apartment,"3,787,873 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 70 sqm
19,Apartment,"8,366,000 EGP",Arkan Palm 205,Sheikh Zayed City,Giza, 3, 3, 160 sqm
10,Villa,"3,900,000 EGP",Patio Al Zahraa,Sheikh Zayed City,Giza, 5, 5, 315 sqm
13,Apartment,"6,154,445 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 120 sqm
10,Apartment,"9,589,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 188 sqm
12,Villa,Ask for price,Tara,Sheikh Zayed City,Giza, 5, 5," 1,000 sqm"
10,Twin House,"17,500,000 EGP",Patio Al Zahraa,Sheikh Zayed City,Giza, 4, 5, 242 sqm
17,Penthouse,"13,000,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 4, 4, 250 sqm
11,Townhouse,"19,000,000 EGP",Westown,Sheikh Zayed City,Giza, 5, 4, 333 sqm
20,Apartment,"6,150,000 EGP",Casa,Sheikh Zayed City,Giza, 3, 3, 234 sqm
10,Apartment,"9,324,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 198 sqm
11,Twin House,"24,910,000 EGP",The Estates,Sheikh Zayed City,Giza, 5, 4, 325 sqm
24,Apartment,"11,400,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 3, 215 sqm
10,Apartment,"9,519,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 194 sqm
10,Villa,"3,580,000 EGP",Menorca Zayed,Sheikh Zayed City,Giza, 5, 5, 404 sqm
10,Apartment,"6,181,010 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 105 sqm
11,Penthouse,"18,421,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 4, 4, 242 sqm
13,Apartment,"6,550,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 120 sqm
13,Apartment,"3,825,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 1, 90 sqm
11,Penthouse,"6,550,156 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 120 sqm
10,Apartment,"992,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 2, 2, 138 sqm
12,Twin House,"15,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 3, 3, 250 sqm
11,Apartment,"10,000,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 175 sqm
6,Apartment,"11,896,233 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 2, 2, 145 sqm
12,Villa,"25,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 6, 7, 385 sqm
17,Townhouse,"3,082,956 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 224 sqm
10,Twin House,"15,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 4, 4, 246 sqm
11,Apartment,"9,000,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 3, 3, 136 sqm
8,Apartment,"8,500,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 2, 188 sqm
14,Apartment,"8,366,000 EGP",Terrace Compound,Sheikh Zayed City,Giza, 3, 3, 160 sqm
21,Apartment,"7,600,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 135 sqm
11,Apartment,"5,935,073 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 125 sqm
11,Apartment,"5,325,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 2, 2, 145 sqm
24,Apartment,"15,000,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 2, 2, 190 sqm
8,Apartment,"8,000,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 2, 2, 230 sqm
17,Apartment,"7,805,845 EGP",Village West,Sheikh Zayed City,Giza, 3, 2, 165 sqm
11,Apartment,Ask for price,Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 3, 185 sqm
8,Apartment,"9,800,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 210 sqm
11,Apartment,"6,000,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 3, 144 sqm
15,Apartment,"4,800,000 EGP",La Colina,Sheikh Zayed City,Giza, 2, 2, 117 sqm
11,Apartment,"3,081,897 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 65 sqm
7,Apartment,"3,850,000 EGP",Al Khamayel city,Sheikh Zayed City,Giza, 3, 3, 170 sqm
24,Apartment,"12,000,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 3, 215 sqm
10,Apartment,"8,700,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 187 sqm
23,Villa,"15,000,000 EGP",Westown,Sheikh Zayed City,Giza, 4, 4, 306 sqm
13,Apartment,"6,300,000 EGP",Village West,Sheikh Zayed City,Giza, 2, 2, 123 sqm
16,Twin House,"25,000,000 EGP",Al Karma 4,Sheikh Zayed City,Giza, 7, 5, 500 sqm
10,Apartment,"9,422,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 210 sqm
17,Townhouse,"20,500,000 EGP",The Estates,Sheikh Zayed City,Giza, 3, 3, 210 sqm
10,Penthouse,"3,787,873 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 70 sqm
15,Apartment,"10,360,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 177 sqm
6,Apartment,"8,800,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 160 sqm
13,Twin House,"23,000,000 EGP",Village West,Sheikh Zayed City,Giza, 4, 5, 270 sqm
10,Twin House,"5,600,000 EGP",Etapa,Sheikh Zayed City,Giza, 4, 4, 315 sqm
10,Apartment,"6,923,750 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 135 sqm
18,Villa,"30,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 5, 4, 385 sqm
13,Apartment,"6,576,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 120 sqm
18,Apartment,"7,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 2, 2, 120 sqm
15,Apartment,"8,500,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 188 sqm
8,Apartment,"6,960,000 EGP",Naia West,Sheikh Zayed City,Giza, 2, 2, 120 sqm
13,Penthouse,"14,250,000 EGP",Village West,Sheikh Zayed City,Giza, 4, 4, 243 sqm
12,Apartment,"7,000,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 170 sqm
18,Duplex,"15,500,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 4, 4, 216 sqm
10,Apartment,"10,294,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 207 sqm
10,Villa,"2,161,950 EGP",Silva Compound,Sheikh Zayed City,Giza, 5, 4, 340 sqm
8,Apartment,"13,500,000 EGP",Sodic West,Sheikh Zayed City,Giza, 3, 4, 200 sqm
10,Villa,"16,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 5, 5, 475 sqm
15,Twin House,"15,500,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 255 sqm
10,Villa,Ask for price,Allegria,Sheikh Zayed City,Giza, 7, 6," 1,600 sqm"
11,Villa,"14,412,000 EGP",Silva Compound,Sheikh Zayed City,Giza, 4, 4, 335 sqm
10,Apartment,"6,575,159 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 120 sqm
14,Villa,"5,000,000 EGP",Al  Rabwa,Sheikh Zayed City,Giza, 5, 5, 471 sqm
21,Apartment,"5,933,306 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 130 sqm
14,Apartment,"1,745,900 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 3, 195 sqm
15,Apartment,"11,000,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 3, 3, 170 sqm
11,Apartment,"3,366,000 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 70 sqm
13,Villa,"18,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 5, 5, 417 sqm
11,Townhouse,"13,500,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 195 sqm
13,Apartment,"875,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 4, 3, 271 sqm
10,Villa,"13,040,000 EGP",Silva Compound,Sheikh Zayed City,Giza, 4, 6, 275 sqm
11,Townhouse,"14,500,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 195 sqm
13,Apartment,"5,803,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 180 sqm
8,Apartment,"7,200,000 EGP",The Estates,Sheikh Zayed City,Giza, 3, 3, 160 sqm
10,Apartment,"8,141,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 162 sqm
10,Apartment,"10,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 2, 150 sqm
10,Apartment,"9,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 4, 5, 240 sqm
24,Apartment,"15,536,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 3, 185 sqm
13,Apartment,"6,924,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 135 sqm
10,Apartment,"16,000,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 3, 238 sqm
10,Apartment,"10,500,000 EGP",The Courtyards,Sheikh Zayed City,Giza, 3, 3, 209 sqm
13,Apartment,"5,767,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 125 sqm
10,Villa,"16,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 3, 3, 200 sqm
10,Apartment,"6,000,000 EGP",Al Khamayel city,Sheikh Zayed City,Giza, 3, 3, 130 sqm
10,Apartment,"9,826,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 219 sqm
13,Apartment,"875,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 4, 4, 271 sqm
12,Apartment,"5,173,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 130 sqm
10,Apartment,"6,200,000 EGP",La Colina,Sheikh Zayed City,Giza, 2, 2, 110 sqm
13,Townhouse,"15,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 4, 4, 330 sqm
10,Villa,"80,000,000 EGP",Allegria,Sheikh Zayed City,Giza, 5, 7, 600 sqm
10,Apartment,"7,200,000 EGP",The Estates,Sheikh Zayed City,Giza, 2, 2, 120 sqm
11,Apartment,"5,173,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 130 sqm
13,Apartment,"8,750,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 4, 3, 271 sqm
12,Apartment,"5,766,376 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 125 sqm
15,Apartment,"6,154,445 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 120 sqm
14,Apartment,"8,366,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 160 sqm
10,Townhouse,"9,500,000 EGP",Patio Al Zahraa,Sheikh Zayed City,Giza, 3, 3, 210 sqm
10,Apartment,"5,803,241 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 130 sqm
10,Villa,"14,413,000 EGP",Silva Compound,Sheikh Zayed City,Giza, 5, 4, 340 sqm
10,Villa,"16,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 5, 5, 475 sqm
10,Apartment,"3,317,230 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 65 sqm
10,Duplex,"1,600,000 EGP",Al Khamayel city,Sheikh Zayed City,Giza, 4, 3, 285 sqm
18,Twin House,"17,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 280 sqm
11,Apartment,"4,250,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 90 sqm
13,Apartment,"9,550,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 2, 163 sqm
10,Apartment,Ask for price,Kayan,Sheikh Zayed City,Giza, 3, 3, 130 sqm
22,Townhouse,"6,500,000 EGP",Kayan,Sheikh Zayed City,Giza, 4, 4, 220 sqm
10,Duplex,"11,000,000 EGP",Terrace Compound,Sheikh Zayed City,Giza, 4, 5, 260 sqm
11,Townhouse,"2,350,000 EGP",Etapa,Sheikh Zayed City,Giza, 3, 4, 320 sqm
8,Apartment,"6,066,000 EGP",La Colina,Sheikh Zayed City,Giza, 2, 2, 118 sqm
14,Apartment,Ask for price,Kayan,Sheikh Zayed City,Giza, 3, 2, 130 sqm
30,Apartment,"10,000,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 167 sqm
10,Twin House,"15,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 529 sqm
13,Apartment,"735,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 3, 3, 200 sqm
11,Penthouse,"13,100,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 4, 5, 250 sqm
10,Apartment,"5,933,306 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 125 sqm
10,Twin House,"15,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 4, 4, 246 sqm
12,Apartment,"16,500,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 4, 4, 261 sqm
12,Apartment,"2,411,385 EGP",Arkan Palm 205,Sheikh Zayed City,Giza, 2, 2, 164 sqm
16,Apartment,"7,500,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 154 sqm
17,Apartment,"3,824,891 EGP",Kayan,Sheikh Zayed City,Giza, 2, 3, 90 sqm
11,Villa,"27,000,000 EGP",Al  Rabwa,Sheikh Zayed City,Giza, 5, 6, 780 sqm
19,Apartment,"5,930,939 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 180 sqm
11,Duplex,"6,300,000 EGP",Etapa,Sheikh Zayed City,Giza, 3, 2, 230 sqm
30,Apartment,"7,765,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 3, 149 sqm
13,Apartment,"4,248,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 1, 90 sqm
10,Villa,"2,161,950 EGP",Silva Compound,Sheikh Zayed City,Giza, 5, 4, 340 sqm
22,Townhouse,"6,500,000 EGP",Kayan,Sheikh Zayed City,Giza, 4, 4, 220 sqm
15,Apartment,"4,500,000 EGP",Etapa,Sheikh Zayed City,Giza, 2, 3, 157 sqm
15,Townhouse,"15,000,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 4, 220 sqm
15,Apartment,"9,500,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 210 sqm
10,Twin House,"850,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 280 sqm
10,Twin House,"11,967,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 529 sqm
11,Apartment,"3,549,580 EGP",Kayan,Sheikh Zayed City,Giza, 1, 1, 70 sqm
12,Twin House,"12,000,000 EGP",Royal Meadows,Sheikh Zayed City,Giza, 4, 4, 465 sqm
18,Townhouse,"22,000,000 EGP",Etapa,Sheikh Zayed City,Giza, 5, 5, 320 sqm
10,Twin House,"11,800,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 255 sqm
11,Apartment,"7,300,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 174 sqm
13,Apartment,"6,575,159 EGP",Kayan,Sheikh Zayed City,Giza, 3, 2, 120 sqm
11,Apartment,"10,000,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 3, 2, 157 sqm
19,Duplex,"15,500,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 4, 5, 201 sqm
14,Villa,"5,000,000 EGP",Al  Rabwa,Sheikh Zayed City,Giza, 5, 5, 471 sqm
17,Twin House,"17,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 280 sqm
10,Villa,"80,000,000 EGP",Allegria,Sheikh Zayed City,Giza, 5, 6," 1,600 sqm"
11,Apartment,"11,500,000 EGP",Sodic West,Sheikh Zayed City,Giza, 2, 3, 147 sqm
17,Apartment,"4,200,000 EGP",Village West,Sheikh Zayed City,Giza, 1, 1, 89 sqm
14,Apartment,"4,385,726 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 90 sqm
13,Apartment,"3,367,000 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 70 sqm
14,Townhouse,"14,500,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 195 sqm
10,Apartment,"3,824,000 EGP",Kayan,Sheikh Zayed City,Giza, 1, 2, 90 sqm
13,Townhouse,"15,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 4, 4, 330 sqm
11,Apartment,"12,000,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 3, 2, 166 sqm
18,Apartment,"12,000,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 4, 185 sqm
10,Villa,"12,000,000 EGP",Patio Al Zahraa,Sheikh Zayed City,Giza, 5, 4, 300 sqm
10,Apartment,"6,500,000 EGP",Al Khamayel city,Sheikh Zayed City,Giza, 3, 3, 170 sqm
11,Apartment,"7,525,000 EGP",Al Karma 4,Sheikh Zayed City,Giza, 3, 3, 215 sqm
10,Twin House,"15,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 4, 4, 246 sqm
11,Villa,"29,900,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 385 sqm
18,Apartment,"5,367,600 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 1, 1, 76 sqm
10,Villa,"23,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 3, 4, 240 sqm
17,Townhouse,"22,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 3, 3, 220 sqm
10,Villa,"50,000,000 EGP",Allegria,Sheikh Zayed City,Giza, 5, 5," 1,600 sqm"
10,Apartment,"6,200,000 EGP",Kayan,Sheikh Zayed City,Giza, 3, 3, 135 sqm
10,Apartment,"6,154,445 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 120 sqm
15,Apartment,"8,690,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 2, 141 sqm
10,Penthouse,"12,000,000 EGP",The Courtyards,Sheikh Zayed City,Giza, 3, 4, 179 sqm
14,Twin House,"17,000,000 EGP",Naia West,Sheikh Zayed City,Giza, 3, 3, 280 sqm
15,Townhouse,"18,000,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 4, 220 sqm
12,Villa,Ask for price,Tara,Sheikh Zayed City,Giza, 5, 5," 1,174 sqm"
10,Apartment,"6,575,195 EGP",Kayan,Sheikh Zayed City,Giza, 2, 2, 290 sqm
12,Twin House,"15,500,000 EGP",Al Karma 4,Sheikh Zayed City,Giza, 4, 4, 300 sqm
17,Twin House,"24,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 4, 4, 230 sqm
8,Apartment,"4,500,000 EGP",Etapa,Sheikh Zayed City,Giza, 2, 3, 157 sqm
10,Apartment,"8,000,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 190 sqm
11,Villa,"80,000,000 EGP",Allegria,Sheikh Zayed City,Giza, 7+, 7+," 2,100 sqm"
13,Apartment,"9,850,000 EGP",Village West,Sheikh Zayed City,Giza, 3, 2, 167 sqm
18,Apartment,"9,200,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 3, 3, 136 sqm
10,Apartment,"15,000,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 2, 200 sqm
15,Apartment,"24,000,000 EGP",Arkan Palm 205,Sheikh Zayed City,Giza, 3, 3, 252 sqm
8,Townhouse,"20,000,000 EGP",Forty West,Sheikh Zayed City,Giza, 4, 4, 240 sqm
17,Villa,"26,000,000 EGP",The Estates,Sheikh Zayed City,Giza, 4, 4, 240 sqm
12,Apartment,"2,411,385 EGP",Arkan Palm 205,Sheikh Zayed City,Giza, 2, 2, 164 sqm
11,Townhouse,"14,500,000 EGP",Naia West,Sheikh Zayed City,Giza, 4, 4, 195 sqm
10,Duplex,"1,600,000 EGP",Al Khamayel city,Sheikh Zayed City,Giza, 4, 3, 285 sqm
10,Apartment,"6,250,000 EGP",Village West,Sheikh Zayed City,Giza, 2, 2, 123 sqm
10,Apartment,"8,794,000 EGP",La Colina,Sheikh Zayed City,Giza, 3, 3, 175 sqm
10,Apartment,"10,000,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 2, 2, 112 sqm
10,Apartment,"11,800,000 EGP",AlKarma Kay,Sheikh Zayed City,Giza, 3, 3, 153 sqm
12,Townhouse,"21,500,000 EGP",Allegria,Sheikh Zayed City,Giza, 4, 4, 388 sqm
25,Apartment,"17,600,000 EGP",Park Side Residence Zed Towers,Sheikh Zayed City,Giza, 3, 4, 202 sqm
10,Villa,"47,250,000 EGP",Allegria,Sheikh Zayed City,Giza, 4, 5, 353 sqm
16,Apartment,"11,000,000 EGP",The Courtyards,Sheikh Zayed City,Giza, 3, 3, 165 sqm
10,Villa,"16,000,000 EGP",Atrio,Sheikh Zayed City,Giza, 5, 5, 475 sqm
11,Apartment,"13,000,000 EGP",Westown,Sheikh Zayed City,Giza, 4, 3, 209 sqm
